USERNAME,TIME,REVIEW,text_clean,text_normalized,label
Sayyid Az syarif,6 months ago,"The best, second to none",the best second to none,the best second to none,Positif
Juwita Itaa,8 months ago,Durable and cheap s,durable and cheap s,durable and cheap s,Positif
Novi Novita,9 months ago,The fragrance lasts long ðŸ˜ â€¦,the fragrance lasts long ðÿ â,the fragrance lasts long ðÿ â,Netral
senja aprillya,9 months ago,Favorite: Ira Leima âœ¨,favorite ira leima âœ,favorite ira leima âœ,Positif
Arul Khalif,4 months ago,Friendly good,friendly good,friendly good,Positif
William Imanuel Santoso,9 months ago,excellent service,excellent service,excellent service,Positif
Maya Pala,8 months ago,Niceeee and informative to customers ðŸ¤ â€¦,nicee and informative to customers ðÿ â,nicee and informative to customers ðÿ â,Positif
Gitaefff,6 months ago,It smells good,it smells good,it smells good,Positif
Nesya Thalia,9 months ago,everyone likes the fragrance,everyone likes the fragrance,everyone likes the fragrance,Netral
Yohana Mayza,9 months ago,LOVE IT BGTT,love it bgtt,love it sangat,Positif
VALENCIA CHRISTINE,8 months ago,Good service â˜ºï¸,good service â ºï,good service â ºï,Positif
Anggie Putri,8 months ago,lots of discounts,lots of discounts,lots of discounts,Netral
Yoanita Ardiati,7 months ago,Good perfume,good perfume,good perfume,Positif
alpha belv,9 months ago,Honeycomb ðŸ”¥ðŸ”¥ðŸ”¥ â€¦,honeycomb ðÿ ðÿ ðÿ â,honeycomb ðÿ ðÿ ðÿ â,Netral
Mario Thomas,a week ago,"Saff n Co Xocolatl is very pleasant on the nose, top class",saff n co xocolatl is very pleasant on the nose top class,saff n co xocolatl is very pleasant on the nose top class,Positif
Wiwien Irmawati,a week ago,"Please, if you know the contact information for Heaven Scent Matos, please provide the information.",please if you know the contact information for heaven scent matos please provide the information,please if you know the contact information for heaven scent matos please provide the information,Netral
Alifiah Manda,3 weeks ago,"Very disappointed with the handling of this store. Just bought it and it was still sealed with a warning on how to open the perfume cap, there was even a bill in the bag. It turns out the spray cap was not properly closed, so it was very â€¦",very disappointed with the handling of this store just bought it and it was still sealed with a warning on how to open the perfume cap there was even a bill in the bag it turns out the spray cap was not properly closed so it was very â,very disappointed with the handling of this store just bought it and it was still sealed with a warning on how to open the perfume cap there was even a bill in the bag it turns out the spray cap was not properly closed so it was very â,Negatif
Wisdom Neo,a month ago,Is there linen spray at the off-store?,is there linen spray at the off store,is there linen spray at the off store,Netral
Nova Pramiyanti,3 months ago,"The employees are very friendly and very satisfied with the service, they even gave me free lemon tea while I was waiting ðŸ¥°ðŸ¥° â€¦",the employees are very friendly and very satisfied with the service they even gave me free lemon tea while i was waiting ðÿ ðÿ â,the employees are very friendly and very satisfied with the service they even gave me free lemon tea while i was waiting ðÿ ðÿ â,Positif
verry yuliasari,5 months ago,The durability is not like before...now the fragrance disappears very quickly...even though it is very intense,the durability is not like before now the fragrance disappears very quickly even though it is very intense,the durability is not like before now the fragrance disappears very quickly even though it is very intense,Negatif
Fransisca Nuning,5 months ago,Located on the 2nd floor of MATOS.,located on the nd floor of matos,located on the nd floor of matos,Netral
Widyana El Choiri,6 months ago,"First time buying perfume here, the lady is very friendlyðŸ˜ â€¦",first time buying perfume here the lady is very friendlyðÿ â,first time buying perfume here the lady is very friendlyðÿ â,Positif
Yelena Swastika,7 months ago,"Honestly, I like some of the variants because I think the scent is ""expensive"", doesn't make me dizzy, and is long-lasting. If I spray it on clothes, the scent still sticks for the intense variant even after washing. Because previously I â€¦",honestly i like some of the variants because i think the scent is expensive doesn t make me dizzy and is long lasting if i spray it on clothes the scent still sticks for the intense variant even after washing because previously i â,honestly i like some of the variants because i think the scent is expensive doesn t make me dizzy and is long lasting if i spray it on clothes the scent still sticks for the intense variant even after washing because previously i â,Netral
Eva Nggeline,7 months ago,"I'm really sorry, I'm giving you a review like this. Brother, the girl is really bitchy, after looking at it for a long time, like whispering, talking to each other, sharing samples while talking to me, it seems like she's not polite, but â€¦",i m really sorry i m giving you a review like this brother the girl is really bitchy after looking at it for a long time like whispering talking to each other sharing samples while talking to me it seems like she s not polite but â,i m really sorry i m giving you a review like this brother the girl is really bitchy after looking at it for a long time like whispering talking to each other sharing samples while talking to me it seems like she s not polite but â,Negatif
Meilinda Salsa,7 months ago,"didn't last long, bought 2 more",didn t last long bought more,didn t last long bought more,Netral
Hafi Atirza,9 months ago,"The bottle cap is hard to open twice, it has been replaced, and when I opened it again, it was broken and couldn't be closed, spilling everywhere. Oh my, please fix the packaging! I went back and forth to the mall so I was far from home, people said not all the packaging was like that, but it was already broken twice at the store too.",the bottle cap is hard to open twice it has been replaced and when i opened it again it was broken and couldn t be closed spilling everywhere oh my please fix the packaging i went back and forth to the mall so i was far from home people said not all the packaging was like that but it was already broken twice at the store too,the bottle cap is hard to open twice it has been replaced and when i opened it again it was broken and couldn t be closed spilling everywhere oh my please fix the kemasan i went back and forth to the mall so i was far from home people said not all the kemasan was like that but it was already broken twice at the store too,Netral
sellaappelia,a year ago,"When I was traveling, I was given the one above, but I don't know what variant it was, but it was really delicious.",when i was traveling i was given the one above but i don t know what variant it was but it was really delicious,when i was traveling i was given the one above but i don t know what variant it was but it was really delicious,Positif
Salsabila Nisa (Salsa),a year ago,"Buy 1 get 1 but the variant you get can't be chosen according to what we want. The one that determines which variant you get is the store. Yesterday I wanted to take the one that she was confident in, but the lady said it couldn't be free, â€¦",buy get but the variant you get can t be chosen according to what we want the one that determines which variant you get is the store yesterday i wanted to take the one that she was confident in but the lady said it couldn t be free â,buy get but the variant you get can t be chosen according to what we want the one that determines which variant you get is the store yesterday i wanted to take the one that she was confident in but the lady said it couldn t be free â,Netral
Tya Ayu Agustin,a year ago,"The packaging only uses plain spunbond, really plain without the words ""heaven scent"" written on it, hahaha",the packaging only uses plain spunbond really plain without the words heaven scent written on it hahaha,the kemasan only uses plain spunbond really plain without the words heaven scent written on it,Netral
